"exam","teacher","course","section","file","ext","sizeBytes","path"
"giao-tiep","misc","general","general","REVIEW AND PRACTICE CHAPTER 1.pdf",".pdf","917648","courses\giao-tiep\misc\general\general\REVIEW AND PRACTICE CHAPTER 1.pdf"
"giao-tiep","misc","general","general","REVIEW AND PRACTICE CHAPTER 2.pdf",".pdf","244186","courses\giao-tiep\misc\general\general\REVIEW AND PRACTICE CHAPTER 2.pdf"
"giao-tiep","misc","general","general","REVIEW AND PRACTICE CHAPTER 3.pdf",".pdf","95022","courses\giao-tiep\misc\general\general\REVIEW AND PRACTICE CHAPTER 3.pdf"
"giao-tiep","misc","general","general","REVIEW AND PRACTICE CHAPTER 4.pdf",".pdf","200978","courses\giao-tiep\misc\general\general\REVIEW AND PRACTICE CHAPTER 4.pdf"
"giao-tiep","misc","general","general","REVIEW AND PRACTICE CHAPTER 5.pdf",".pdf","225956","courses\giao-tiep\misc\general\general\REVIEW AND PRACTICE CHAPTER 5.pdf"
"giao-tiep","misc","general","general","TiengAnhGiaoTiepThuongNgay-HannahPham.pdf",".pdf","19743522","courses\giao-tiep\misc\general\general\TiengAnhGiaoTiepThuongNgay-HannahPham.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","ACTUAL-TEST-AUGUTS-TO-NOVEMBER-MATERIAL","IELTS_Academic_Reading_October_November_2022_@original exams.pdf",".pdf","5465237","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\ACTUAL-TEST-AUGUTS-TO-NOVEMBER-MATERIAL\IELTS_Academic_Reading_October_November_2022_@original exams.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","ACTUAL-TEST-AUGUTS-TO-NOVEMBER-MATERIAL","IELTS_Listening_August_November_2022_ORIGINAL EXAMS.pdf",".pdf","3247165","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\ACTUAL-TEST-AUGUTS-TO-NOVEMBER-MATERIAL\IELTS_Listening_August_November_2022_ORIGINAL EXAMS.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","general","CÁC GÓI DỰ ĐOÁN PAGE CUNG CẤP.pdf",".pdf","1119803","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\general\CÁC GÓI DỰ ĐOÁN PAGE CUNG CẤP.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 1.pdf",".pdf","3866187","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 1.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","test 10.pdf",".pdf","436058","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\test 10.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 2.pdf",".pdf","3884480","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 2.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 3.pdf",".pdf","355128","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 3.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 4 .pdf",".pdf","530079","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 4 .pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 5.pdf",".pdf","2819530","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 5.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 6.pdf",".pdf","4132280","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 6.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 7.pdf",".pdf","5393517","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 7.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 8.pdf",".pdf","4425653","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 8.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening","Test 9.pdf",".pdf","2356316","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening\Test 9.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-1","p1.pdf",".pdf","215013","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-1\p1.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-1","p2.pdf",".pdf","224526","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-1\p2.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-1","p3.pdf",".pdf","187214","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-1\p3.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-1","p4.pdf",".pdf","78816","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-1\p4.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-10","p1 (7).pdf",".pdf","91424","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-10\p1 (7).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-10","P2 (8).pdf",".pdf","92396","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-10\P2 (8).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-10","p3 (8).pdf",".pdf","111703","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-10\p3 (8).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-10","p4 (7).pdf",".pdf","102694","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-10\p4 (7).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-2","p1 (1).pdf",".pdf","164347","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-2\p1 (1).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-2","p2 (1).pdf",".pdf","212015","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-2\p2 (1).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-2","p3 (1).pdf",".pdf","218987","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-2\p3 (1).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-2","p4 (1).pdf",".pdf","77004","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-2\p4 (1).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-3","P1 (2).pdf",".pdf","202071","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-3\P1 (2).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-3","P2 (2).pdf",".pdf","190498","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-3\P2 (2).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-3","P3 (2).pdf",".pdf","230709","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-3\P3 (2).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-3","P4 (2).pdf",".pdf","221535","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-3\P4 (2).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-4","p1 (3).pdf",".pdf","202605","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-4\p1 (3).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-4","p2 (3).pdf",".pdf","211187","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-4\p2 (3).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-4","P3 (3).pdf",".pdf","234352","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-4\P3 (3).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-4","p4 (3).pdf",".pdf","206736","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-4\p4 (3).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-5","p1 (4).pdf",".pdf","190753","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-5\p1 (4).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-5","p2 (4).pdf",".pdf","182737","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-5\p2 (4).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-5","p3 (4).pdf",".pdf","203320","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-5\p3 (4).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-5","P4 (4).pdf",".pdf","195443","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-5\P4 (4).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-6","p1 (5).pdf",".pdf","200327","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-6\p1 (5).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-6","p2 (5).pdf",".pdf","194569","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-6\p2 (5).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-6","p3 (5).pdf",".pdf","204644","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-6\p3 (5).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-6","P4 (5).pdf",".pdf","220349","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-6\P4 (5).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-8","p1 (6) - Copy.pdf",".pdf","200349","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-8\p1 (6) - Copy.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-8","P2 (6) - Copy.pdf",".pdf","193344","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-8\P2 (6) - Copy.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-8","P3 (6).pdf",".pdf","191820","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-8\P3 (6).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-8","section 4- test 8- trans.pdf",".pdf","204814","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-8\section 4- test 8- trans.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-9","P 1.pdf",".pdf","93582","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-9\P 1.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-9","P2 (7).pdf",".pdf","79667","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-9\P2 (7).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-9","P3 (7).pdf",".pdf","88572","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-9\P3 (7).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Listening--Transcripts--test-9","P4 (6).pdf",".pdf","78069","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Listening--Transcripts--test-9\P4 (6).pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","AC 2.pdf",".pdf","6989096","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\AC 2.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","AC.pdf",".pdf","1496740","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\AC.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","AC3.pdf",".pdf","15137331","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\AC3.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","ac5.pdf",".pdf","1623971","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\ac5.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","AC6.pdf",".pdf","10563524","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\AC6.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","ac7.pdf",".pdf","12438752","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\ac7.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","AR4.pdf",".pdf","6548286","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\AR4.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","book view.pdf",".pdf","245347","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\book view.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","Test 1.pdf",".pdf","2528649","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\Test 1.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","Test 3.pdf",".pdf","16658954","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\Test 3.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","reading--reading","whale culture.pdf",".pdf","7166535","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\reading--reading\whale culture.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Speaking","Speaking Quý 2- 50_ đề mới update.pdf",".pdf","705982","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Speaking\Speaking Quý 2- 50_ đề mới update.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Speaking","speaking quý 2- 50_ quý 1 giữ lại.pdf",".pdf","449581","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Speaking\speaking quý 2- 50_ quý 1 giữ lại.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Writting","writing task 1.pdf",".pdf","21866298","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Writting\writing task 1.pdf"
"ielts","EnglishHUB","BO-E-IELTS-GOC-Real-exams","Writting","Writing task 2.pdf",".pdf","28679475","courses\ielts\EnglishHUB\BO-E-IELTS-GOC-Real-exams\Writting\Writing task 2.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-14","Cambridge IELTS 14.pdf",".pdf","38344568","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-14\Cambridge IELTS 14.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-15","Cambridge IELTS 15.pdf",".pdf","49374664","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-15\Cambridge IELTS 15.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-16","Cambridge IELTS 16.pdf",".pdf","46117653","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-16\Cambridge IELTS 16.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-17","Cambridge IELTS 17.pdf",".pdf","5906023","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-17\Cambridge IELTS 17.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-18","Cambridge IELTS 18.pdf",".pdf","54685254","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-18\Cambridge IELTS 18.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Cambridge-IELTS--Cambridge-IELTS-19","Cambridge IELTS 19.pdf",".pdf","60575658","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Cambridge-IELTS--Cambridge-IELTS-19\Cambridge IELTS 19.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 1.pdf",".pdf","9844153","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 1.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 2.pdf",".pdf","1376896","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 2.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 3.pdf",".pdf","2297773","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 3.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 4.pdf",".pdf","1040950","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 4.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 5.pdf",".pdf","2217203","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 5.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","FOCUS-READING-QUY-3-SE","Reading 6.pdf",".pdf","5604139","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\FOCUS-READING-QUY-3-SE\Reading 6.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Forecast-Speaking","FORECAST SPEAKING QUÝ 3.pdf",".pdf","12893630","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Forecast-Speaking\FORECAST SPEAKING QUÝ 3.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","general","IELTS WRITING ESSAY BANK 2024 VOL 1.pdf",".pdf","11078290","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\general\IELTS WRITING ESSAY BANK 2024 VOL 1.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","general","IELTS WRITING ESSAY BANK 2024 VOL 2.pdf",".pdf","143471536","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\general\IELTS WRITING ESSAY BANK 2024 VOL 2.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","IELTS-WRITING-JOURNEY","IELTS Writing Journey - From Basics To Band 6.0.pdf",".pdf","93937871","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\IELTS-WRITING-JOURNEY\IELTS Writing Journey - From Basics To Band 6.0.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","IELTS-WRITING-JOURNEY","Ielts Writing Journey Elevate To Band 8.0.pdf",".pdf","82519234","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\IELTS-WRITING-JOURNEY\Ielts Writing Journey Elevate To Band 8.0.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","KEY-BOOKLET","Listening KEY BOOKLET v1.pdf",".pdf","24859777","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\KEY-BOOKLET\Listening KEY BOOKLET v1.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","KEY-BOOKLET","Reading KEY BOOKLET v1.pdf",".pdf","37842929","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\KEY-BOOKLET\Reading KEY BOOKLET v1.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Prediction-thang-12","Prediction Listening.pdf",".pdf","162621","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Prediction-thang-12\Prediction Listening.pdf"
"ielts","EnglishHUB","COMBO-TAI-LIEU-IELTS","Prediction-thang-12","Prediction Reading.pdf",".pdf","314116","courses\ielts\EnglishHUB\COMBO-TAI-LIEU-IELTS\Prediction-thang-12\Prediction Reading.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Cambridge-Grammar-for-IELTS","Cambridge Grammar for IELTS.pdf",".pdf","81518454","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Cambridge-Grammar-for-IELTS\Cambridge Grammar for IELTS.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","1. Thì hiện tại tiếp diễn.pdf",".pdf","348443","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\1. Thì hiện tại tiếp diễn.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","10. Thì quá khứ hoàn thành tiếp diễn.pdf",".pdf","942064","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\10. Thì quá khứ hoàn thành tiếp diễn.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","11. Phân biệt _have and have got_.pdf",".pdf","4415896","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\11. Phân biệt _have and have got_.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","12. Used to (do).pdf",".pdf","4007368","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\12. Used to (do).pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","13. Thì hiện tại có thể dùng với nghĩa tương lai.pdf",".pdf","3640230","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\13. Thì hiện tại có thể dùng với nghĩa tương lai.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","14. I’m going to (do).pdf",".pdf","4271757","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\14. I’m going to (do).pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","15. Will and shall 1.pdf",".pdf","3927045","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\15. Will and shall 1.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","16. Will and shall 2.pdf",".pdf","381051","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\16. Will and shall 2.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","17. Phân biệt _will be doing and will have done_.pdf",".pdf","4333922","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\17. Phân biệt _will be doing and will have done_.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","18. Phân biệt _will be doing and will have done_.pdf",".pdf","4991514","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\18. Phân biệt _will be doing and will have done_.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","19. When I do and when I’ve done.pdf",".pdf","4001037","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\19. When I do and when I’ve done.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","2. Thì hiện tại đơn.pdf",".pdf","1054068","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\2. Thì hiện tại đơn.pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","20. Câu bị động (1).pdf",".pdf","5304522","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\20. Câu bị động (1).pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","21. Câu bị động (2).pdf",".pdf","5113589","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\21. Câu bị động (2).pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","22. Câu bị động (3).pdf",".pdf","4325326","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\22. Câu bị động (3).pdf"
"ielts","EnglishHUB","KHO-NGU-PHAP-0-8.5","Chu-iem-ngu-phap-quan-trong","23. Mệnh đề quan hệ (1).pdf",".pdf","4798524","courses\ielts\EnglishHUB\KHO-NGU-PHAP-0-8.5\Chu-iem-ngu-phap-quan-trong\23. Mệnh đề quan hệ (1).pdf"
