"exam","teacher","course","section","file","ext","sizeBytes","path"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Đại từ (Đề số 02).pdf",".pdf","676127","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Đại từ (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 01).pdf",".pdf","517166","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 02).pdf",".pdf","522976","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 03).pdf",".pdf","527511","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Danh động từ và động từ nguyên mẫu (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Giới từ (Đề số 01).pdf",".pdf","518251","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Giới từ (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Giới từ (Đề số 02).pdf",".pdf","522993","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Giới từ (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Giới từ (Đề số 03).pdf",".pdf","522192","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Giới từ (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 01).pdf",".pdf","531911","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 02).pdf",".pdf","541882","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 03).pdf",".pdf","525384","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Liên Từ và Trạng Từ Liên Từ (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Mệnh Đề Quan Hệ (Đề số 01).pdf",".pdf","521629","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Mệnh Đề Quan Hệ (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Mệnh Đề Quan Hệ (Đề số 02).pdf",".pdf","521189","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Mệnh Đề Quan Hệ (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Mệnh Đề Quan Hệ (Đề số 03).pdf",".pdf","524691","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Mệnh Đề Quan Hệ (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 01).pdf",".pdf","532725","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 02).pdf",".pdf","535633","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6","Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 03).pdf",".pdf","540930","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-5-6\Thi Online_ Sự hòa hợp giữa chủ ngữ và động từ (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","1.pdf",".pdf","281819","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\1.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","2.pdf",".pdf","306624","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\2.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","3.pdf",".pdf","270477","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\3.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","4.pdf",".pdf","232119","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\4.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","5.pdf",".pdf","268901","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\5.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","ĐA Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 01).pdf",".pdf","528854","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\ĐA Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","TEST 1.pdf",".pdf","3331311","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\TEST 1.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","TEST 2.pdf",".pdf","3359695","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\TEST 2.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","TEST 3.pdf",".pdf","3394260","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\TEST 3.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","TEST 4.pdf",".pdf","597533","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\TEST 4.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","TEST 5.pdf",".pdf","3312035","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\TEST 5.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Advertisements and information (Đề số 01).pdf",".pdf","224918","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Advertisements and information (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Advertisements and information (Đề số 02).pdf",".pdf","208816","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Advertisements and information (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Advertisements and information (Đề số 03).pdf",".pdf","253285","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Advertisements and information (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Article (Đề số 01).pdf",".pdf","241179","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Article (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Article (Đề số 02).pdf",".pdf","181016","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Article (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 01).pdf",".pdf","255549","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 02).pdf",".pdf","240650","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 03).pdf",".pdf","254055","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm E- mail_Letter_Fax (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 01).pdf",".pdf","234162","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 01).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 02).pdf",".pdf","270648","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 02).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7","Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 03).pdf",".pdf","207003","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\03.-Luyen-thi-TOEIC-muc-tieu-550-700+--PART-7\Thi Online_ Chủ điểm Memo _Notice _Announcement (Đề số 03).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","107520241-1570527206616-de4.pdf",".pdf","2108300","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\107520241-1570527206616-de4.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","171697930-1571029229408-test13.pdf",".pdf","2202475","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\171697930-1571029229408-test13.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","184154024-1571820716285-de5.pdf",".pdf","1759418","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\184154024-1571820716285-de5.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","225416210-1570974567558-test4-reading.pdf",".pdf","1843072","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\225416210-1570974567558-test4-reading.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","298187127-1570974553703-test04-listening.pdf",".pdf","593964","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\298187127-1570974553703-test04-listening.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","308891788-1570974446314-test01-listening.pdf",".pdf","560514","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\308891788-1570974446314-test01-listening.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","44015558-1570974594183-test5-reading.pdf",".pdf","2218490","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\44015558-1570974594183-test5-reading.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","443111523-1570527313272-de5.pdf",".pdf","2095058","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\443111523-1570527313272-de5.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","478789912-1570525871915-de2.pdf",".pdf","2318348","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\478789912-1570525871915-de2.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","621353120-1570974500299-test02-listening.pdf",".pdf","432265","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\621353120-1570974500299-test02-listening.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","635308948-1570974512287-test02-reading.pdf",".pdf","839763","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\635308948-1570974512287-test02-reading.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","735777432-1570974581628-test05-listening.pdf",".pdf","547633","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\735777432-1570974581628-test05-listening.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","742811709-1570526506774-de3.pdf",".pdf","2022561","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\742811709-1570526506774-de3.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","831601320-1570974459309-test01-reading.pdf",".pdf","1265451","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\831601320-1570974459309-test01-reading.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","871991036-1570527833119-de11 (1).pdf",".pdf","1476038","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\871991036-1570527833119-de11 (1).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","886781963-1570974537906-test03-reading.pdf",".pdf","385666","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\886781963-1570974537906-test03-reading.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","937920659-1570527947104-de2.pdf",".pdf","1698665","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\937920659-1570527947104-de2.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","938254163-1570525727285-de1.pdf",".pdf","1812546","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\938254163-1570525727285-de1.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","99306083-1570974527667-test03-listening.pdf",".pdf","397840","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\99306083-1570974527667-test03-listening.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA 1.pdf",".pdf","7756678","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA 1.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA 11 (1).pdf",".pdf","7878973","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA 11 (1).pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA.pdf",".pdf","7899814","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1113963890.pdf",".pdf","7800094","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1113963890.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1503746391.pdf",".pdf","9246533","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1503746391.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1519732212.pdf",".pdf","8070830","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1519732212.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1620998866.pdf",".pdf","8991097","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1620998866.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1755725118.pdf",".pdf","9479001","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1755725118.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1811928893.pdf",".pdf","7774501","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1811928893.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup1980168436.pdf",".pdf","12495262","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup1980168436.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup2101487856.pdf",".pdf","7769348","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup2101487856.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup448014155.pdf",".pdf","7542963","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup448014155.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup503912713.pdf",".pdf","8307497","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup503912713.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup539509811.pdf",".pdf","11811381","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup539509811.pdf"
"toeic","Mai-Phuong","TOEIC-MAI-PHUONG-NGHE-OC","04.-Luyen-e-TOEIC-NEW-FORMAT","DA__dup605179367.pdf",".pdf","8055346","courses\toeic\Mai-Phuong\TOEIC-MAI-PHUONG-NGHE-OC\04.-Luyen-e-TOEIC-NEW-FORMAT\DA__dup605179367.pdf"
